Vernacular title,Title,Durable link to Database,Collection,Title (uniform),Attribution,Author / Creator,Variant title,Finding aids,Edition,Published,Publication info,Description,Series / collection,Series (transcribed),Coverage date,History note,Summary,Language,Notes,Audience,Subjects,Cite As,Subject place,Med. subject,Keyword,Instrumentation,Style / period,Form / genre,Culture,Place,Associated place,Author / Creator,Creator characteristics,Contents,Is Part Of,In,Other title,Other title,Related titles,Attributes,Identifier,Linking notes,Related work,Related information,Associated Name,Use restrictions,Copyright,Repository,Includes layers,Collection,Creation Date,HOLLIS number,Permalink,Source,Other search terms,Image creator,Image title,Image date,Image materials,Image dimensions,Image note,Image type,Image subject,Image classification,Image associated name,Image copyright,Image ID,Harvard repository,Course Information,Permalink
,Address of the New York City Anti-Slavery Society to the people of the city of New York,,,,,New-York City Anti-Slavery Society ,,,,"New York, West & Trow, 1833.",,46 p. 23 cm.,,,,,,English,"""Constitution of the New York City Anti-Slavery Society"": p. [45]-46.",,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833,990061618000203941,"<a href=""http://id.lib.harvard.edu/alma/990061618000203941/catalog"">http://id.lib.harvard.edu/alma/990061618000203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211966223440003941
,"England opposed to slavery; or, Some remarks upon ""An examination into the real causes of the war against the United States, and an appeal to the other powers of Europe against the purposes of England.""",,,,,"Loring, George B. (George Bailey), 1817-1891.  ","Some remarks upon ""An examination into the real causes of the war against the United States ...",,,"Boston, B. H. Greene, 1842.",,55 p.,,,,,,English,,,Slavery -- United States -- Controversial literature; Slave trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842,990058715560203941,"<a href=""http://id.lib.harvard.edu/alma/990058715560203941/catalog"">http://id.lib.harvard.edu/alma/990058715560203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211976281740003941
,An address to the inhabitants of the British settlements in America : upon slave-keeping,,,,,"Rush, Benjamin, 1746-1813.  ",,,,"Philadelphia : Printed by John Dunlap, 1773.",,"1 p.ℓ., 30 p. ; 20.5 cm.",,,,,,English,Evans: 12990; Sabin: 74202.,,Slavery -- United States -- Controversial literature -- 1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773,990067459080203941,"<a href=""http://id.lib.harvard.edu/alma/990067459080203941/catalog"">http://id.lib.harvard.edu/alma/990067459080203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211985833860003941
,"An address to the inhabitants of the British settlements in America, upon slave-keeping",,,,,"Rush, Benjamin, 1746-1813.  ",,,,"Philadelphia: Printed. Boston, Re-printed by J. Boyles, for J. Langdon, 1773.",,"1 p. ℓ., 30 p. 20 cm.",,,,,,English,Evans 12991,,Slavery -- United States -- Controversial literature -- 1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773,990067463760203941,"<a href=""http://id.lib.harvard.edu/alma/990067463760203941/catalog"">http://id.lib.harvard.edu/alma/990067463760203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211985787880003941
,"Speech of Wendell Phillips : at the Melodeon, Thursday evening, Jan. 27, 1853",,,,phonographically reported by J.M.W. Yerrinton.,"Phillips, Wendell, 1811-1884  ",,,,"Boston : s.n., 1853.",,"32, 3, [1] p. ; 24 cm.",,,,,,English,"Caption title.; ""Corrections"": p. [1] (at end).; At head of title: Printed for the American Anti-Slavery Society.; Delivered at the annual meeting of the Massachusetts Anti-Slavery Society.",,Slavery -- United States -- Controversial literature -- 1853; Antislavery movements -- United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853,990063138030203941,"<a href=""http://id.lib.harvard.edu/alma/990063138030203941/catalog"">http://id.lib.harvard.edu/alma/990063138030203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211986182400003941
,"Réflexions d'un cultivateur américain, : sur le projet d'abolir l'esclavage & la traite des nègres. Ouvrage traduit de l'anglois",,,,,"Jacquemart, Nicolas François, 1735-1799.  ",,,,"A Londres; : et se trouve à Paris, chez Lagrange, libraire ..., 1788.",,"[4], 99 p. ; 17 cm. (8vo)",,,,,,French,Written by Nicolas François Jacquemart. cf. catalog of the Bibliothèque nationale.,,Slavery -- Caribbean Area; Blacks -- Social conditions,,,,,,,,,<i>Hierarchical: </i>England -- London ,,,,,,,,,,,,,,,,,,,,,1788,990066260680203941,"<a href=""http://id.lib.harvard.edu/alma/990066260680203941/catalog"">http://id.lib.harvard.edu/alma/990066260680203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211991975360003941
,"Speech of John L. Swift, Esq., of Boston, on the removal of E.G. Loring, Esq., from the Office of Judge of Probate, for the county of Suffolk: delivered in the Massachusetts House of Representatives, Tuesday, April 10th, 1855",,,,,"Swift, John L. (John Lindsay), 1828-1895.  ",,,,"Boston: William White, 1855.",,36 p.,,,,,,English,,,"Loring, Edward G. (Edward Greely), 1802-1890; Slavery -- Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,990067066180203941,"<a href=""http://id.lib.harvard.edu/alma/990067066180203941/catalog"">http://id.lib.harvard.edu/alma/990067066180203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211994451670003941
,"Persons held to Service, Fugitive slaves, &c.",,,,By Theodore D. Weld.,"Weld, Theodore Dwight, 1803-1895.  ",,,,"[Boston : New England Anti-Slavery Tract Association, 184-?]",,8 p. ; 19 cm.,,,,,,English,At head of title: Tract No. 5.,,Slavery; Antislavery movements -- United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184-?],990068882430203941,"<a href=""http://id.lib.harvard.edu/alma/990068882430203941/catalog"">http://id.lib.harvard.edu/alma/990068882430203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211995420370003941
,"Extract of a letter to a gentleman in Maryland; wherein is demonstrated the extreme wickedness of tolerating the slave trade, in order to favour the illegalities of our colonies, where the two first foundations of English law (two witnesses of God), are supplanted by opposite (and, of course, illegal) ordinances, which occasions a civil death of the English constitution, so that these two witnesses may be said to lie dead in all the West India islands! Originally printed in America. First printed in London in 1793",,,,,"Sharp, Granville, 1735-1813.  ",,,The 4th ed.,"London, Printed by Phillips and Fardon, 1806.",,14 p. 15 cm.,,,,,,English,Signed: Granville Sharp.,,Slavery -- United States -- Controversial literature -- 1806; Slave trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806,990069625700203941,"<a href=""http://id.lib.harvard.edu/alma/990069625700203941/catalog"">http://id.lib.harvard.edu/alma/990069625700203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212004998110003941
,Slavery; a poem in five cantos. The artisan; and other poems,,,,By Edmund H. White.,"White, Edmund H.  ",,,,"London, J. Martin, 1850.",,"x, 163 p.",,,,,,English,,,Slavery -- Poetry; English poetry -- 19th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,990072457550203941,"<a href=""http://id.lib.harvard.edu/alma/990072457550203941/catalog"">http://id.lib.harvard.edu/alma/990072457550203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212009800700003941
,Slavery in the West Indies,,,,,"Thompson, T. Perronet (Thomas Perronet), 1783-1869.  ",,,,"London : R. Heward : Cowie and Strange, 1830 (London : T.C. Hansard)",,8 p. : ill. ; 22 cm.,,,,,,English,"Caption title.; Illustration by George Cruikshank.; Attributed to T.P. Thompson; also attributed to R. Heward. Cf. NUC pre-1956 imprints.; From the Westminster review, no. xxii.; <i>References: </i>Cohn, A.M. George Cruikshank, 751",,"Slavery -- West Indies, British",,,,,,,,,<i>Hierarchical: </i>England -- London ,,"Heward, Robert. ; Cruikshank, George, 1792-1878 [ill] ",,,,,,"Westminster Review (London, England : 1824)  ",,,,,,,,,,,,,1830,990070098600203941,"<a href=""http://id.lib.harvard.edu/alma/990070098600203941/catalog"">http://id.lib.harvard.edu/alma/990070098600203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212011156530003941
,True gospel preaching: what is it?,,,,,"Cleveland, Charles Dexter, 1802-1869.  ",,,,"[Cincinnati, Ohio, American Reform Tract and Book Society, 1860]",,12 p. 19 cm.,[American Reform Tract and Book Society ; Tract] no. 49  ,[American Reform Tract and Book Society ; Tract] no. 49,,,,English,"Remarks delivered at the first meeting of the Church Anti-slavery Society, Philadelphia, at the Reformed Presbyterian Church ... March 9, 1860.",,Preaching; Slavery,,,,,,,,,,,Church Anti-slavery Society. ,,,,,,,,,,,,,,,,,,,1860],990085029970203941,"<a href=""http://id.lib.harvard.edu/alma/990085029970203941/catalog"">http://id.lib.harvard.edu/alma/990085029970203941/catalog</a>",HVD - Core,Crimes against humanity; Pastoral theology; Public speaking -- Religious aspects,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212061272640003941
,"Kansas, her struggle and her defense : a discourse preached in the Plymouth Congregational Church of Chicago, Sabbath afternoon, June 1, 1856",,,,by J.E. Roy.,"Roy, J. E. (Joseph Edwin), 1827-1908.  ",,,,"[Chicago] : Printed by Wright, Medill, Day, & Co., Tribune Office, 1856.",,34 p. ; 22 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- Kansas -- History; Slavery -- United States -- History; Kansas -- History -- 1854-1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,990036961560203941,"<a href=""http://id.lib.harvard.edu/alma/990036961560203941/catalog"">http://id.lib.harvard.edu/alma/990036961560203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261709000003941
,Letter of William E. Channing to James G. Birney,,,,,"Channing, William Ellery, 1780-1842.  ",,,,"Boston : J. Munroe, 1837.",,36 p. ; 19 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837,990029749050203941,"<a href=""http://id.lib.harvard.edu/alma/990029749050203941/catalog"">http://id.lib.harvard.edu/alma/990029749050203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261406520003941
,"An address before the Salem Female Anti-Slavery Society, at its annual meeting, December 7, 1851",,,,By Thomas T. Stone.,"Stone, Thomas Treadwell, 1801-1895.  ",,,,"Salem, William Ives and Co., 1852.",,27 p. 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,Published by request.,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852,990039376020203941,"<a href=""http://id.lib.harvard.edu/alma/990039376020203941/catalog"">http://id.lib.harvard.edu/alma/990039376020203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262169820003941
,Slavery and its prospects in the United States,,,,,,,,,"Cambridge [Mass.] Metcalf, 1857.",,28 p. 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,"Attributed by Cushing (Anonyms) doubtfully, to S. A. Eliot.",,Slavery -- United States -- Controversial literature,,,,,,,,,,,"Eliot, Samuel Atkins, 1798-1862. ",,,,,,,,,,,,,,,,,,,1857,990066121760203941,"<a href=""http://id.lib.harvard.edu/alma/990066121760203941/catalog"">http://id.lib.harvard.edu/alma/990066121760203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262100600003941
,"Slavery inconsistent with justice and good policy : proved by a speech delivered in the convention, held at Danville, Kentucky",,,,"By the Rev. David Rice ... Philadelphia printed, 1792.","Rice, David, 1733-1816.  ",,,,"London : Reprinted and sold by M. Gurney, 1793.",,24 p. ; 18 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature; Slavery -- Kentucky,,,,,,,,,<i>Hierarchical: </i>England -- London ,,,,,,,,,,,,,,,,,,,,,1793,990066662360203941,"<a href=""http://id.lib.harvard.edu/alma/990066662360203941/catalog"">http://id.lib.harvard.edu/alma/990066662360203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262111680003941
,"Proceedings of the citizens of Charleston, on the incendiary machinations, now in progress against the peace and welfare of the southern states. Pub. by order of Council",,,,,Charleston (S.C.). Citizens. ,,,,"Charleston, Printed by A. E. Miller, 1835.",,12 p. 21 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,Resolutions against anti-slavery activities.,,Slavery -- United States -- Controversial literature; Slavery -- South Carolina; Abolitionists,,,,,,,,,,,Charleston (S.C.). City Council. ,,,,,,,,,,,,,,,,,,,1835,990049253650203941,"<a href=""http://id.lib.harvard.edu/alma/990049253650203941/catalog"">http://id.lib.harvard.edu/alma/990049253650203941/catalog</a>",HVD - Core; HVD - Core,Social reformers; Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261291330003941
,"Questions and expositions of slavery, obtained from those who have experienced it,",,,,by the author.,"Penniman, Purcell.  ",,,,[Boston? 1856?],,15 p. 20 x 11 cm.,"Slavery and anti-slavery: a transnational archive  ; Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,Pamphlets. ,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1856?],990062871060203941,"<a href=""http://id.lib.harvard.edu/alma/990062871060203941/catalog"">http://id.lib.harvard.edu/alma/990062871060203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261907390003941
,"Constitution of the Anti-slavery Society of Salem and Vicinity. The society organized January 27, A.D. 1834.--Salem, Mass",,,,,Anti-Slavery Society of Salem & Vicinity (Mass.) ,,,,"Salem, Printed by W. & S. B. Ives, 1834.",,8 p. 22 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,"Slavery -- United States -- Societies, etc; Antislavery movements -- United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834,990065084400203941,"<a href=""http://id.lib.harvard.edu/alma/990065084400203941/catalog"">http://id.lib.harvard.edu/alma/990065084400203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262057050003941
,"The reign of terror in Kanzas [!] : as encouraged by President Pierce,and carried out by the southern slave power: by which men have been murdered and scalped! Women dragged from the homes and violated! Printing offices and private houses burned! Ministers of the Gospel tarred and feathered! Citizens robbed and driven from their homes! And other enormities inflicted on free settlers by border ruffians. As related by eye witnesses of the events",,,,,,,,,"Boston : C.W. Briggs, 1856.",,[5]-34 p. : ill. ; 24 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- Kansas; Kansas -- History -- 1854-1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,990066226190203941,"<a href=""http://id.lib.harvard.edu/alma/990066226190203941/catalog"">http://id.lib.harvard.edu/alma/990066226190203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262073860003941
,"Papers on the slave power : first published in the Boston Whig, in July, August, and September, 1846",,,,by John G. Palfrey.,"Palfrey, John Gorham, 1796-1881.  ",,,3rd ed.,"Boston : Merrill, Cobb & Co., [1846?]",,"iv, 92 p. ; 22 cm.",Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1846?],990062495360203941,"<a href=""http://id.lib.harvard.edu/alma/990062495360203941/catalog"">http://id.lib.harvard.edu/alma/990062495360203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261860680003941
,White slavery in the United States,,,,,,,,,"[New York, American Anti-Slavery Society, 1855]",,8 p. 19 cm.,"Slavery and anti-slavery: a transnational archive  ; Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ","Anti-slavery tracts, no. 2",,,,English,Caption title.,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ; Pamphlets. ,,<i>Hierarchical: </i>United States -- New York -- New York ,,American Anti-Slavery Society. ,,,,,,,,,,,,,,,,,,,1855],990041255370203941,"<a href=""http://id.lib.harvard.edu/alma/990041255370203941/catalog"">http://id.lib.harvard.edu/alma/990041255370203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262425040003941
,Disunion our wisdom and our duty,,,,By Rev. Charles E. Hodges.,"Hodges, Charles E. (Charles Edward), 1824-1870  ",,,,"[New York, American Anti-Slavery Society, 1855]",,12 p. 19 cm.,"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ; Slavery and anti-slavery: a transnational archive  ","Anti-slavery tracts, no. 11",,,,English,Caption title.,,Slavery -- United States -- Controversial literature,,,,,,,Pamphlets. ,,<i>Hierarchical: </i>United States -- New York -- New York ,,,,,,,,,,,,,,,,,,,,,1855],990052875560203941,"<a href=""http://id.lib.harvard.edu/alma/990052875560203941/catalog"">http://id.lib.harvard.edu/alma/990052875560203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261562580003941
,"Address of the New-York Young Men's Anti-slavery Society, to their fellow-citizens",,,,,"New York Young Men's Anti-slavery Society. ",,,,"New York : W.T. Coolidge, 1834.",,38 p. ; 22 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Antislavery movements -- United States; Slavery -- United States -- Controversial literature -- 1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834,990061688310203941,"<a href=""http://id.lib.harvard.edu/alma/990061688310203941/catalog"">http://id.lib.harvard.edu/alma/990061688310203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261844000003941
,"An address delivered before a meeting of the members and friends of the Pennsylvania Anti-slavery Society during the annual fair December 19, 1849",,,,By W.H. Furness.,"Furness, William Henry, 1802-1896  ",,,,"Philadelphia, Merrihew & Thompson, printers, 1850.",,16 p. ; 22 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature -- 1850,,,,,,,,,,,Pennsylvania Society for Promoting the Abolition of Slavery. ,,,,,,,,,,,,,,,,,,,1850,990049085900203941,"<a href=""http://id.lib.harvard.edu/alma/990049085900203941/catalog"">http://id.lib.harvard.edu/alma/990049085900203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261273190003941
,"Two tracts for the times. The one entitled ""Negro-slavery, no evil"": by B. F. Stringfellow, of Missouri. The other, An answer to the inquiry ""Is it expedient to introduce slavery into Kanzas?"" by D. R. Goodloe, of North Carolina",,,,Republished by the N. E. Emigrant Aid Co.,New England Emigrant Aid Company. ,Information for the people,,,"Boston, A. Mudge and son, printers, 1855.",,56 p. 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,At head of title: Information for the people.,,Slavery -- United States -- Controversial literature; Kansas -- Politics and government -- 1854-1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,990066864960203941,"<a href=""http://id.lib.harvard.edu/alma/990066864960203941/catalog"">http://id.lib.harvard.edu/alma/990066864960203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262106960003941
,"The defence of Warner Mifflin against aspersions cast on him on account of his endeavors to promote righteousness, mercy and peace among mankind ..",,,,,"Mifflin, Warner, 1745-1798.  ",,,,"Philadelphia: Samuel Sansom, jun. No. 27, Mulberry-street, 1796.",,30 p. 21 cm.,"Slavery and anti-slavery: a transnational archive  ; Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- Pennsylvania -- Philadelphia ,,,,,,,,,,,,,,,,,,,,,1796,990018026500203941,"<a href=""http://id.lib.harvard.edu/alma/990018026500203941/catalog"">http://id.lib.harvard.edu/alma/990018026500203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512258409210003941
,The sinfulness of slaveholding in all circumstances; tested by reason and Scripture,,,,By James G. Birney.,"Birney, James Gillespie, 1792-1857.  ",,,,"Detroit, Printed by C. Willcox, 1846.",,"iv, [5]-60 p. 21 cm.",Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846,990040721800203941,"<a href=""http://id.lib.harvard.edu/alma/990040721800203941/catalog"">http://id.lib.harvard.edu/alma/990040721800203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262427500003941
,"Slavery: its religious sanction, its political dangers, and the best mode of doing it away : A lecture delivered before the Young Mens' [!] Associations of the city of Buffalo, and Lockport, on Friday, January 10, and Monday, January 13, 1851",,,,by John H. Hopkins.,"Hopkins, John Henry, 1792-1868.  ",,,,"Buffalo : Phinney, 1851.",,32 p. ; 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,990053180600203941,"<a href=""http://id.lib.harvard.edu/alma/990053180600203941/catalog"">http://id.lib.harvard.edu/alma/990053180600203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261584920003941
,"The anti-slavery reform, its principle and method",,,,By William I. Bowditch.,"Bowditch, William I. (William Ingersoll), 1819-1909.  ",,,,"Boston, R. F. Wallcut, 1850.",,19 p. 24 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Antislavery movements -- United States; Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1850,990019672350203941,"<a href=""http://id.lib.harvard.edu/alma/990019672350203941/catalog"">http://id.lib.harvard.edu/alma/990019672350203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512258436800003941
,"Extract from an address in the Virginia Gazette, of March 19, 1767",,,,By a respectable member of the community.,Lee.  ,,,,"[Williamsburg? Va. : s.n., 1767]",,4 p. ; 16 cm.,Slavery and anti-slavery: a transnational archive  ,"Miscellaneous pamphlets ; v. 66, no. 3",,,,English,"Caption title, formatted: Extract from an / Address / in the / Virginia Gazette, / of March 19, 1767. / By a Respectable Member of the Community.; On the abolition of slavery in Virginia.; Place and date of publication given in Shipton & Mooney (v. 1, p. 256-257) as [Philadelphia, 1770?]; <i>References: </i>Shipton & Mooney, 11651.",,Slavery -- United States -- Controversial literature -- 1767,,,,,,,,,<i>Hierarchical: </i>United States -- Virginia -- Williamsburg ,,,,,,,,,,,,,,,,,,,,,1767],990059191930203941,"<a href=""http://id.lib.harvard.edu/alma/990059191930203941/catalog"">http://id.lib.harvard.edu/alma/990059191930203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261819730003941
,"The moving power. A discourse delivered in the First Congregational Unitarian church in Philadelphia, Sunday morning, Feb. 9, 1851, after the occurrence of a fugitive slave case",,,,By W. H. Furness.,"Furness, William Henry, 1802-1896  ",,,,"Philadelphia, Merrihew and Thompson, Printers, 1851.",,16 p. 22 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature; Fugitive slaves -- United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,990049076170203941,"<a href=""http://id.lib.harvard.edu/alma/990049076170203941/catalog"">http://id.lib.harvard.edu/alma/990049076170203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261272600003941
,"Proceedings of the Rhode-Island anti-slavery convention, held in Providence, on the 2d, 3d, and 4th of February, 1836",,,,,"Rhode Island state anti-slavery convention, Providence, 1836.",,,,"Providence, H. H. Brown, printer, 1836.",,88 p. 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,The Rhode Island state anti-slavery society was organized at this convention.; Bound in original blue paper wrappers; front wrapper wanting. Rear wrapper contains a list of anti-slavery pamphlets for sale by the society.,,Rhode Island State Anti-slavery Society; Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836,990064237000203941,"<a href=""http://id.lib.harvard.edu/alma/990064237000203941/catalog"">http://id.lib.harvard.edu/alma/990064237000203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262056890003941
,Letter of William E. Channing to James G. Birney,,,,,"Channing, William Ellery, 1780-1842.  ",,,,"Boston : James Munroe, 1836.",,36 p. ; 18 cm.,,,,,,English,On an attempt to suppress the anti-slavery party in Cincinnati by force.,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ,,,,"Birney, James Gillespie, 1792-1857. ",,,,,,,,,,,,,,,,,,,1836,990029724230203941,"<a href=""http://id.lib.harvard.edu/alma/990029724230203941/catalog"">http://id.lib.harvard.edu/alma/990029724230203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211871743440003941
